Unique ID,Q1 - Which Title Best Fits your Current Role?,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
62a34fc3f3072dd892624a45,Data Analyst,Yes,66k-85k,Other (Please Specify):Distribution,R,8,9,8,7,7,8,Neither easy nor difficult,Good Work/Life Balance,Male,30,United States,Masters,White or Caucasian
62a34ff1f408bae018ed601d,Data Analyst,No,41k-65k,Other (Please Specify):Manufacturing,Python,2,6,2,3,2,2,Easy,Better Salary,Male,26,Other (Please Specify):Ireland ,Masters,White or Caucasian
62a34ff4f3072dd892624b32,Data Analyst,Yes,41k-65k,Healthcare,R,3,6,4,6,4,6,Neither easy nor difficult,Better Salary,Male,37,United States,Bachelors,White or Caucasian
62a3505bd8c00e9f5419f8df,Data Analyst,Yes,66k-85k,Healthcare,Python,3,5,4,5,4,4,Neither easy nor difficult,Better Salary,Female,31,United States,Bachelors,White or Caucasian
62a350f7f3072dd892624d05,Data Analyst,Yes,0-40k,Finance,C/C++,5,2,4,3,3,3,Difficult,Good Work/Life Balance,Female,25,Other (Please Specify):South Africa,Bachelors,Black or African American
62a35130f3072dd892624d9f,Data Analyst,Yes,0-40k,Healthcare,Python,2,6,6,5,4,5,Easy,Better Salary,Female,26,Other (Please Specify):Poland,Bachelors,White or Caucasian
62a351860a77c1a77f65e86b,Data Analyst,Yes,66k-85k,Healthcare,Other:SQL,7,8,8,8,8,7,Very Easy,Better Salary,Male,30,United States,Bachelors,White or Caucasian
62a3519b24a262602738514a,Data Analyst,Yes,66k-85k,Tech,Python,9,10,10,10,7,9,Neither easy nor difficult,Better Salary,Female,39,United States,Bachelors,Black or African American
62a35236b4da29969c631214,Other (Please Specify):Research Associate ,No,0-40k,Education,Python,1,1,1,0,0,2,Easy,Good Work/Life Balance,Female,28,India,Masters,Asian or Asian American
62a352a32e54c9003e534981,Data Analyst,Yes,66k-85k,Finance,Other:SQL,8,8,7,7,10,10,Very Easy,Good Work/Life Balance,Male,22,United States,Bachelors,Other (Please Specify):Mixed ( Caucasian / African-American )
62a352f00a77c1a77f65eae7,Data Analyst,Yes,0-40k,Telecommunication,Python,3,2,4,2,2,2,Neither easy nor difficult,Good Culture,Male,28,Other (Please Specify):Mozambique,Bachelors,Black or African American
62a353372e54c9003e534a40,Other (Please Specify):Analytics Manager,No,150k-225k,Tech,R,8,10,9,7,5,5,Neither easy nor difficult,Remote Work,Male,33,United States,Masters,White or Caucasian
62a353565d257a28a30da59f,Data Analyst,Yes,0-40k,Finance,Other:SQL Postgres ,2,3,3,3,2,4,Neither easy nor difficult,Good Work/Life Balance,Female,22,Other (Please Specify):Egypt ,Bachelors,Other (Please Specify):Half Asian half African 
62a353f07dc029e2d66c1783,Student/Looking/None,No,0-40k,Tech,Python,3,5,5,4,4,5,Neither easy nor difficult,Better Salary,Male,27,India,Bachelors,Other (Please Specify):Brown
62a3545e0f8c8599d5af474b,Data Analyst,Yes,106k-125k,Other (Please Specify):Cons,Other:DAX,8,8,8,8,10,10,Easy,Good Work/Life Balance,Male,37,United States,Bachelors,Other (Please Specify):Prefer not to ans
62a35472cec54911e9ca82bc,Other (Please Specify):Business Analyst,No,41k-65k,Other (Please Specify):Wholesale,R,3,4,5,5,4,3,Difficult,Better Salary,Male,24,United States,Masters,White or Caucasian
62a354bdb4da29969c631700,Data Analyst,No,41k-65k,Healthcare,R,1,4,3,2,0,6,Difficult,Better Salary,Male,25,United Kingdom,Masters,Asian or Asian American
62a354e9cf255543173031ed,Data Engineer,No,86k-105k,Healthcare,R,8,10,8,8,9,10,Neither easy nor difficult,Good Culture,Male,28,United States,Masters,Black or African American
62a35541f3072dd892625517,Data Analyst,Yes,41k-65k,Other (Please Specify):Energy ,Python,5,5,7,7,7,7,Easy,Better Salary,Male,32,United Kingdom,Bachelors,White or Caucasian
62a355445d257a28a30dab12,Data Analyst,Yes,41k-65k,Other (Please Specify):Government programs,Python,0,7,7,7,0,7,Easy,Good Culture,Male,29,United States,Bachelors,Asian or Asian American
62a35631cf25554317303425,Data Analyst,No,41k-65k,Healthcare,R,7,5,8,6,5,10,Difficult,"Other (Please Specify):Want to move from Australia to Canada, so position in desired country ",Female,26,Other (Please Specify):Australia,Masters,White or Caucasian
62a357390a77c1a77f65f189,Data Engineer,Yes,41k-65k,Tech,Python,0,7,5,0,0,7,Neither easy nor difficult,Remote Work,Male,37,Canada,Masters,White or Caucasian
62a3578b0a77c1a77f65f279,Data Analyst,No,41k-65k,Other (Please Specify):Supply Chain,R,4,6,5,4,5,6,Neither easy nor difficult,Better Salary,Male,25,United States,Bachelors,White or Caucasian
62a357d30f8c8599d5af4ea3,Data Analyst,No,0-40k,Finance,Other:Sql,4,4,5,6,6,0,Difficult,Better Salary,Male,24,Other (Please Specify):Israel,High School,White or Caucasian
62a3582e575fa3a5ae88e506,Other (Please Specify):Manager of a team of Data Analysts,No,125k-150k,Finance,Other:SQL,7,8,8,8,7,8,Easy,Better Salary,Male,52,United States,Bachelors,White or Caucasian
62a35878575fa3a5ae88e5d5,Data Analyst,Yes,41k-65k,Finance,Python,6,10,3,5,0,10,Difficult,Good Culture,Male,27,Other (Please Specify):Singapore,Bachelors,Asian or Asian American
62a35981bae91e4b8b8323dd,Data Analyst,No,106k-125k,Healthcare,Other,6,6,3,3,3,3,Neither easy nor difficult,Better Salary,Female,29,United States,Masters,White or Caucasian
62a35a2c7dc029e2d66c2519,Student/Looking/None,No,0-40k,Tech,Python,3,7,6,7,0,0,Difficult,Better Salary,Male,42,Other (Please Specify):Brazil,Associates,White or Caucasian
62a35aa2f8d5efcc22f8075d,Data Analyst,Yes,41k-65k,Telecommunication,R,3,5,6,4,3,7,Difficult,Other (Please Specify):All of the options are important to me when looking for a new job,Male,28,United States,Masters,White or Caucasian
62a35ababae91e4b8b83269d,Data Analyst,Yes,0-40k,Tech,Python,8,8,8,8,8,9,Neither easy nor difficult,Good Work/Life Balance,Male,44,Other (Please Specify):Costa Rica,Bachelors,Hispanic or Latino
62a35ae0575fa3a5ae88ea98,Data Engineer,Yes,0-40k,Tech,Python,5,5,6,5,6,7,Neither easy nor difficult,Remote Work,Male,23,Other (Please Specify):Spain,Bachelors,White or Caucasian
62a35ae87dc029e2d66c279b,Data Analyst,No,41k-65k,Other (Please Specify):Entertainment,R,1,2,6,4,2,0,Easy,Better Salary,Male,27,United States,Bachelors,Hispanic or Latino
62a35b13bc6861bf31770188,Data Analyst,No,66k-85k,Construction,Python,3,3,3,2,2,1,Neither easy nor difficult,Good Culture,Male,26,United States,Masters,White or Caucasian
62a35b72f408bae018ed76a8,Data Analyst,Yes,86k-105k,Healthcare,Other:Vba,3,4,4,4,1,3,Neither easy nor difficult,Better Salary,Male,27,United States,Masters,Hispanic or Latino
62a35b965d257a28a30db899,Data Analyst,Yes,66k-85k,Other (Please Specify):Retail,Python,0,0,7,1,0,9,Difficult,Better Salary,Male,33,Canada,Bachelors,Asian or Asian American
62a35ba3f3072dd892626068,Data Analyst,Yes,66k-85k,Other (Please Specify):Aerospace,Python,8,10,10,10,10,10,Easy,Better Salary,Male,28,United States,Bachelors,Hispanic or Latino
62a35c890a77c1a77f65fdfa,Data Analyst,Yes,0-40k,Tech,R,2,8,8,7,6,9,Neither easy nor difficult,Better Salary,Male,32,Other (Please Specify):Kenya,Bachelors,Black or African American
62a35d8f575fa3a5ae88efd6,Student/Looking/None,Yes,41k-65k,Other (Please Specify):Foodservice Franchising,Python,2,4,6,1,1,1,Very Difficult,Better Salary,Male,34,Canada,Associates,Asian or Asian American
62a35d95cf25554317304386,Data Analyst,No,150k-225k,Tech,Python,10,10,10,8,10,10,Easy,Good Work/Life Balance,Male,28,United States,Bachelors,Asian or Asian American
62a35e970a77c1a77f66035a,Data Scientist,Yes,125k-150k,Telecommunication,Python,2,4,1,3,1,7,Neither easy nor difficult,Better Salary,Male,27,India,Bachelors,Other (Please Specify):Indian
62a35eabf408bae018ed7cbc,Data Engineer,Yes,41k-65k,Finance,Python,2,4,5,5,4,6,Difficult,Better Salary,Male,22,United States,Bachelors,White or Caucasian
62a35f0d24a2626027386a8b,Data Analyst,No,66k-85k,Healthcare,Python,3,3,4,1,2,2,Neither easy nor difficult,Better Salary,Male,29,United States,Masters,White or Caucasian
62a35f825d257a28a30dc128,Data Analyst,No,66k-85k,Healthcare,Python,8,10,10,8,5,7,Neither easy nor difficult,Good Work/Life Balance,Female,31,United States,Masters,White or Caucasian
62a35fa0f8f7561645856c35,Data Analyst,No,66k-85k,Tech,Python,4,5,5,5,4,4,Easy,Remote Work,Male,28,United States,Bachelors,White or Caucasian
62a35fc1f8f7561645856c98,Student/Looking/None,No,0-40k,Healthcare,Python,0,0,0,0,0,0,Neither easy nor difficult,Good Work/Life Balance,Male,24,United States,Masters,Asian or Asian American
62a3602318134ddc75ced6b9,Data Analyst,No,86k-105k,Other (Please Specify):Government ,Other:Stata,4,5,3,4,2,3,Easy,Good Culture,Male,34,United States,Masters,White or Caucasian
62a360b8f8f7561645856ec4,Data Engineer,No,86k-105k,Tech,Python,5,3,5,5,4,5,Difficult,Better Salary,Male,23,United States,Bachelors,White or Caucasian
62a360dbd8c00e9f541a16cf,Student/Looking/None,No,41k-65k,Construction,Other:Excel,10,4,10,10,4,10,Neither easy nor difficult,Remote Work,Male,32,Other (Please Specify):Belgium,Masters,White or Caucasian
62a36146f8f7561645856ff7,Data Analyst,Yes,0-40k,Healthcare,R,6,8,6,6,8,10,Easy,Remote Work,Male,29,Other (Please Specify):Argentina,High School,Hispanic or Latino
62a361af0f8c8599d5af6277,Data Analyst,Yes,0-40k,Education,Python,0,0,0,0,0,0,Very Difficult,Better Salary,Male,34,Other (Please Specify):Nigeria,Bachelors,Black or African American
62a361cc575fa3a5ae88f908,Data Analyst,No,66k-85k,Finance,Python,7,5,5,7,9,10,Very Easy,Remote Work,Male,24,United Kingdom,Bachelors,White or Caucasian
62a3620f0f8c8599d5af63a5,Other (Please Specify):Analyst,No,66k-85k,Tech,Python,0,10,6,0,0,0,Difficult,Better Salary,Male,30,United States,Bachelors,Other (Please Specify):Indian
62a36251d8c00e9f541a199e,Other (Please Specify):Analytics Engineer,No,86k-105k,Other (Please Specify):Entertainment ,Python,5,5,6,4,5,5,Difficult,Better Salary,Male,24,United States,Masters,Hispanic or Latino
62a36275bc6861bf31771183,Data Analyst,Yes,41k-65k,Other (Please Specify):Insurance,Python,6,8,10,9,7,9,Easy,Better Salary,Male,27,United States,Bachelors,Other (Please Specify):N/A
62a3636c2e54c9003e536e6b,Data Analyst,No,0-40k,Finance,Python,1,2,4,4,4,5,Neither easy nor difficult,Better Salary,Male,21,India,Bachelors,Asian or Asian American
62a365c2f8d5efcc22f81e2e,Data Analyst,No,0-40k,Other (Please Specify):Logistics,Python,3,5,9,9,,8,Very Difficult,Other (Please Specify):Both Good work / life Balance and Good Culture,Male,31,Other (Please Specify):UAE,Masters,Black or African American
62a365d5d8c00e9f541a20cf,Data Analyst,Yes,0-40k,Telecommunication,R,5,7,5,5,5,7,Difficult,Better Salary,Male,41,Other (Please Specify):Egypt,Bachelors,White or Caucasian
62a3670b575fa3a5ae890422,Data Analyst,Yes,0-40k,Tech,Python,0,1,1,0,0,2,Difficult,Better Salary,Male,25,India,Bachelors,Asian or Asian American
62a3676bb4da29969c633ac7,Data Analyst,No,0-40k,Finance,Other:I currently do not work with programming languages yet,4,7,8,8,8,9,Neither easy nor difficult,Other (Please Specify):an environment that encourages growth like where I work currently and better salary ,Male,24,Other (Please Specify):Nigeria ,Bachelors,Black or African American
62a36794b4da29969c633b48,Data Analyst,No,0-40k,Finance,Python,6,5,6,5,6,6,Neither easy nor difficult,Better Salary,Male,30,Other (Please Specify): Somalia,Masters,Other (Please Specify):African 
62a367d224a2626027387b56,Data Analyst,No,150k-225k,Finance,Other,7,7,7,,5,7,Neither easy nor difficult,Good Work/Life Balance,Male,33,United States,Bachelors,White or Caucasian
62a367ed18134ddc75cee697,Data Analyst,No,66k-85k,Other (Please Specify):Energy (oil and gas),Other:Altery,7,4,10,9,7,10,Difficult,Better Salary,Male,23,United States,Bachelors,Hispanic or Latino
62a36802f8f7561645857e38,Data Analyst,Yes,66k-85k,Tech,Python,6,6,6,6,6,6,Difficult,Remote Work,Female,33,United Kingdom,Masters,Asian or Asian American
62a3684ebc6861bf31771f15,Data Analyst,No,106k-125k,Finance,Python,4,4,4,4,4,4,Neither easy nor difficult,Better Salary,Male,25,United States,Bachelors,White or Caucasian
62a3688df8f7561645857f7e,Data Analyst,No,0-40k,Other (Please Specify):Market research,Python,5,5,5,5,5,5,Neither easy nor difficult,Remote Work,Female,27,Other (Please Specify):Kosovo,Masters,White or Caucasian
62a368ee2e54c9003e537e4a,Data Analyst,Yes,0-40k,Finance,C/C++,5,10,10,8,10,10,Very Easy,Good Work/Life Balance,Male,30,United Kingdom,Bachelors,White or Caucasian
62a369280a77c1a77f661ad0,Data Analyst,Yes,0-40k,Tech,Python,0,3,,,,6,Neither easy nor difficult,Remote Work,Male,29,Other (Please Specify):Nigeria ,Bachelors,Black or African American
62a36969f8f756164585821d,Other (Please Specify):Analyst Primary Market Intelligence,Yes,0-40k,Healthcare,Python,10,2,8,5,0,6,Easy,Better Salary,Male,25,India,Masters,Other (Please Specify):Indian
62a3697ff408bae018ed948b,Data Analyst,No,86k-105k,Telecommunication,Other:None,7,7,5,7,7,7,Easy,Remote Work,Male,40,United States,High School,Hispanic or Latino
62a36ac6cf255543173063d8,Data Analyst,No,41k-65k,Other (Please Specify):Government,Other,6,10,8,8,4,4,Neither easy nor difficult,Better Salary,Female,29,Canada,Bachelors,Other (Please Specify)
62a36ad1f408bae018ed9793,Data Analyst,No,41k-65k,Other (Please Specify),Python,0,3,3,3,3,,Difficult,Remote Work,Male,29,India,Masters,Asian or Asian American
62a36b6c24a26260273882a2,Data Analyst,Yes,0-40k,Education,Python,1,2,2,3,3,4,Neither easy nor difficult,Better Salary,Male,28,Other (Please Specify):Nigeria ,Masters,Black or African American
62a36b862e54c9003e5383c6,Other (Please Specify):software engineer,No,86k-105k,Other (Please Specify):hospitality,Other:c#,5,2,0,2,0,0,Neither easy nor difficult,Good Work/Life Balance,Male,34,United Kingdom,Bachelors,White or Caucasian
62a36d12f8d5efcc22f82cd8,Student/Looking/None,No,0-40k,Tech,Python,0,4,7,6,7,8,Easy,Other (Please Specify):Learning possibilities,Male,24,Other (Please Specify):Belgium,Masters,White or Caucasian
62a36d3124a262602738862c,Data Analyst,Yes,0-40k,Telecommunication,Python,5,8,8,9,7,9,Very Easy,Better Salary,Male,26,Other (Please Specify):Iraq,Bachelors,Other (Please Specify):Kurdish
62a36e470a77c1a77f662470,Data Analyst,No,125k-150k,Tech,Python,10,5,10,10,6,10,Difficult,Good Work/Life Balance,Male,28,United States,Bachelors,Hispanic or Latino
62a36e7024a262602738890a,Student/Looking/None,No,0-40k,Education,R,5,4,4,4,5,5,Difficult,Good Work/Life Balance,Male,25,Other (Please Specify):Germany,Masters,White or Caucasian
62a36fe67dc029e2d66c5303,Data Analyst,Yes,0-40k,Tech,Python,1,4,9,7,8,10,Easy,Better Salary,Male,33,Other (Please Specify):Colombia,Bachelors,Hispanic or Latino
62a3701f575fa3a5ae89164e,Data Analyst,Yes,66k-85k,Finance,Python,4,4,6,3,4,0,Neither easy nor difficult,Remote Work,Male,30,Other (Please Specify):Ireland ,Masters,White or Caucasian
62a370635d257a28a30de5eb,Data Analyst,Yes,0-40k,Finance,Python,1,1,1,1,1,1,Very Difficult,Better Salary,Male,35,India,Bachelors,Other (Please Specify):Indian
62a37128d8c00e9f541a39dd,Data Analyst,No,0-40k,Other (Please Specify):Automotive,Other:None,5,2,5,5,3,4,Difficult,Better Salary,Male,25,Other (Please Specify):Romania,Bachelors,White or Caucasian
62a3715124a2626027388f02,Data Analyst,No,0-40k,Real Estate,Python,4,7,9,5,2,8,Easy,Better Salary,Male,23,Other (Please Specify):Spain,Bachelors,White or Caucasian
62a37222cf2555431730732d,Data Engineer,No,0-40k,Healthcare,Python,6,6,6,5,4,7,Neither easy nor difficult,Good Work/Life Balance,Male,24,Other (Please Specify):Mexico,Bachelors,Hispanic or Latino
62a373efbc6861bf3177360b,Data Analyst,Yes,150k-225k,Education,Other:SQL ,8,9,9,7,6,6,Neither easy nor difficult,Better Salary,Male,27,United States,Masters,Black or African American
62a3759e5d257a28a30def3a,Data Analyst,Yes,66k-85k,Other (Please Specify):Chemical Manufacturing,Python,4,10,10,8,5,6,Neither easy nor difficult,Remote Work,Male,32,United States,Bachelors,Asian or Asian American
62a3777624a262602738997e,Data Analyst,Yes,41k-65k,Tech,Python,3,5,4,4,4,4,Neither easy nor difficult,Good Work/Life Balance,Male,50,Canada,Bachelors,White or Caucasian
62a377987dc029e2d66c638d,Data Architect,Yes,66k-85k,Other (Please Specify):Poultry,Python,7,7,8,9,10,10,Neither easy nor difficult,Remote Work,Male,29,United States,High School,White or Caucasian
62a377f424a2626027389af3,Data Analyst,Yes,0-40k,Telecommunication,R,2,8,7,6,5,6,Neither easy nor difficult,Good Work/Life Balance,Male,41,Other (Please Specify):Peru,Bachelors,Hispanic or Latino
62a3784c0f8c8599d5af8fbc,Other (Please Specify):Data Integrity,No,0-40k,Other (Please Specify):Renewable Resources,R,1,7,7,1,4,10,Neither easy nor difficult,Better Salary,Male,23,United States,Associates,White or Caucasian
62a37a43d8c00e9f541a4a7c,Data Analyst,Yes,0-40k,Finance,Python,4,7,8,7,8,8,Difficult,Better Salary,Male,31,Other (Please Specify):Nigeria,Bachelors,Black or African American
62a37a7818134ddc75cf0d4c,Data Analyst,No,0-40k,Healthcare,Python,0,10,10,10,10,10,Difficult,Better Salary,Male,22,Other (Please Specify):Philippines,Bachelors,Native Hawaiian or other Pacific Islander
62a37aa1cf255543173081e5,Data Analyst,No,66k-85k,Finance,Python,3,5,5,5,3,3,Very Difficult,Better Salary,Male,29,United States,Masters,Hispanic or Latino
62a37ad924a2626027389f8a,Data Scientist,Yes,0-40k,Tech,Python,4,4,4,0,0,6,Difficult,Good Culture,Male,23,Other (Please Specify):Malaysia,Bachelors,Other (Please Specify):Indian
62a37b7db4da29969c636123,Student/Looking/None,No,0-40k,Other (Please Specify):Customer service ,Other:Just started learning ,0,0,1,1,0,1,Neither easy nor difficult,Remote Work,Female,24,United States,High School,Hispanic or Latino
62a37bab2e54c9003e53a10a,Data Analyst,Yes,66k-85k,Other (Please Specify): Manufacturering ,Python,5,9,10,10,5,10,Neither easy nor difficult,Better Salary,Male,26,United States,Bachelors,Black or African American
62a37c50cec54911e9cacee2,Student/Looking/None,Yes,0-40k,Finance,Python,4,3,5,2,2,3,Difficult,Good Culture,Male,31,India,Bachelors,Asian or Asian American
62a37d41bae91e4b8b8369f7,Data Analyst,Yes,0-40k,Other (Please Specify):sports,Python,1,1,1,1,7,9,Neither easy nor difficult,Remote Work,Male,22,Other (Please Specify):nigeria,Bachelors,Black or African American
62a37f8db4da29969c6367bf,Data Analyst,Yes,66k-85k,Other (Please Specify):fashion/online store,Python,7,8,10,8,7,5,Neither easy nor difficult,Remote Work,Male,31,Other (Please Specify):Germany,Bachelors,White or Caucasian
62a37ff3bae91e4b8b836ed0,Student/Looking/None,Yes,0-40k,Tech,Python,0,4,0,0,4,5,Neither easy nor difficult,Better Salary,Male,27,United States,Masters,Asian or Asian American
62a38023575fa3a5ae89339e,Student/Looking/None,No,0-40k,Other (Please Specify):I am a student,Python,1,1,2,1,1,1,Difficult,Better Salary,Female,25,United States,Bachelors,Asian or Asian American
62a38153cec54911e9cad855,Data Analyst,Yes,0-40k,Healthcare,Python,4,10,10,8,8,10,Easy,Good Work/Life Balance,Male,30,Other (Please Specify):Colombia,Masters,Hispanic or Latino
62a381d024a262602738ab19,Data Analyst,Yes,41k-65k,Healthcare,R,0,6,5,6,0,2,Easy,Other (Please Specify):Opportunities for growth ,Male,28,United States,Masters,Hispanic or Latino
62a38227bae91e4b8b837235,Data Analyst,No,125k-150k,Finance,Python,6,6,5,4,2,4,Easy,Remote Work,Male,26,United States,Bachelors,White or Caucasian
62a38489cf25554317309145,Data Scientist,Yes,125k-150k,Other (Please Specify):Retail,Python,6,7,7,10,6,7,Neither easy nor difficult,Remote Work,Female,32,United States,Masters,White or Caucasian
62a384f0cec54911e9cadd6f,Data Analyst,Yes,0-40k,Other (Please Specify):Marketing ,Other:Sql,3,5,6,4,6,6,Neither easy nor difficult,Better Salary,Female,40,Other (Please Specify):Poland,PhD,White or Caucasian
62a385480f8c8599d5afa5c6,Data Engineer,Yes,0-40k,Other (Please Specify):Manufacturing,Python,4,7,7,6,8,7,Neither easy nor difficult,Better Salary,Male,36,Other (Please Specify):Singapore,Associates,Asian or Asian American
62a3856218134ddc75cf1ee0,Data Analyst,Yes,66k-85k,Finance,Python,6,10,9,9,9,10,Difficult,Better Salary,Male,35,United States,Bachelors,Hispanic or Latino
62a385c40f8c8599d5afa6cf,Data Analyst,Yes,66k-85k,Tech,Python,3,4,4,4,5,5,Very Difficult,Good Work/Life Balance,Male,29,United States,Masters,Asian or Asian American
62a385ddbae91e4b8b837855,Data Analyst,No,41k-65k,Finance,Python,6,5,9,9,7,5,Neither easy nor difficult,"Other (Please Specify):I just started and I don't like programming so much, so I would search for a more ""impactiful"" role. Meaning: being able to take decisions that steer the business.",Female,25,Other (Please Specify):Germany,Masters,Hispanic or Latino
62a385e7b4da29969c6372ab,Database Developer,Yes,41k-65k,Other (Please Specify):Hospitality ,Python,6,8,8,9,6,8,Difficult,Remote Work,Male,29,United States,Bachelors,White or Caucasian
62a386dfcec54911e9cae1d3,Data Analyst,No,86k-105k,Agriculture,Python,7,6,7,4,5,8,Difficult,Good Work/Life Balance,Male,26,United States,Bachelors,Black or African American
62a3870bbc6861bf31775841,Data Analyst,No,0-40k,Other (Please Specify):Marketing,R,1,1,1,1,1,1,Neither easy nor difficult,Remote Work,Male,34,Other (Please Specify):Ghana,Bachelors,Black or African American
62a38733f8d5efcc22f859fc,Data Analyst,Yes,0-40k,Finance,Python,5,2,5,4,3,5,Neither easy nor difficult,Good Work/Life Balance,Male,26,Other (Please Specify):Egypt,Bachelors,White or Caucasian
62a387e6575fa3a5ae8940a1,Data Analyst,No,0-40k,Tech,Python,3,3,5,4,3,2,Difficult,Other (Please Specify):Good opportunities in projects and learnjng,Female,22,India,Bachelors,Asian or Asian American
62a388d524a262602738b869,Student/Looking/None,Yes,0-40k,Construction,Python,0,2,0,1,1,2,Very Difficult,Remote Work,Female,24,Other (Please Specify):Kenya,Bachelors,Black or African American
62a38975b4da29969c637830,Data Analyst,No,0-40k,Other (Please Specify):Medical industry ,Python,3,6,6,6,4,3,Neither easy nor difficult,Better Salary,Male,26,Other (Please Specify):Costa Rica,Bachelors,Hispanic or Latino
62a38985f8f756164585b89c,Data Architect,Yes,0-40k,Finance,Python,5,6,2,3,3,5,Very Difficult,Good Work/Life Balance,Female,34,Other (Please Specify):Portugsl,Masters,White or Caucasian
62a389b70f8c8599d5afad1a,Data Analyst,No,0-40k,Tech,Python,3,5,4,5,4,2,Neither easy nor difficult,Better Salary,Male,29,India,Bachelors,Asian or Asian American
62a389ed18134ddc75cf24f8,Data Scientist,No,0-40k,Tech,R,2,7,7,7,7,7,Easy,Better Salary,Male,21,Other (Please Specify):Nigeria,Bachelors,Black or African American
62a38a060a77c1a77f6654b7,Other (Please Specify):Financial Analyst,No,0-40k,Other (Please Specify):Management,Python,2,4,5,3,1,1,Neither easy nor difficult,Good Work/Life Balance,Female,35,Other (Please Specify):Macedonia,Masters,White or Caucasian
62a38a4d575fa3a5ae8944df,Data Analyst,No,41k-65k,Education,Python,7,7,8,8,6,7,Neither easy nor difficult,Good Work/Life Balance,Male,26,United States,Bachelors,Black or African American
62a38a97cf25554317309af2,Data Analyst,Yes,41k-65k,Other (Please Specify):Warehouse,Python,2,4,7,10,5,10,Neither easy nor difficult,Remote Work,Male,28,United States,Bachelors,White or Caucasian
62a38c120f8c8599d5afb0e9,Other (Please Specify):Database Manager,No,41k-65k,Other (Please Specify):Non profit Animal Welfare,Python,1,5,5,1,0,3,Easy,Better Salary,Female,33,United States,Bachelors,White or Caucasian
62a38c9dbc6861bf317760c4,Data Analyst,Yes,66k-85k,Other (Please Specify):Consulting,"Other:i mean, i mostly work in SQL and its variants?",7,6,5,7,4,4,Easy,Better Salary,Female,56,United States,Bachelors,White or Caucasian
62a38de50f8c8599d5afb3e7,Other (Please Specify):Software Developer ,No,0-40k,Other (Please Specify):Insurance ,Python,3,3,6,5,,4,Difficult,Good Work/Life Balance,Male,23,India,Bachelors,Asian or Asian American
62a3906224a262602738c58a,Data Scientist,Yes,125k-150k,Healthcare,Python,4,5,5,5,4,5,Difficult,Better Salary,Male,28,United States,Masters,White or Caucasian
62a3907cbae91e4b8b838917,Student/Looking/None,No,0-40k,Other (Please Specify):none,JavaScript,0,0,0,0,0,10,Neither easy nor difficult,Remote Work,Male,21,Other (Please Specify):Egypt,High School,White or Caucasian
62a390c0d8c00e9f541a6fd7,Student/Looking/None,No,66k-85k,Other (Please Specify):Social work ,Python,2,2,4,1,2,1,Neither easy nor difficult,Good Work/Life Balance,Male,35,United States,Masters,Black or African American
62a390e4f3072dd89262c0cd,Data Analyst,No,41k-65k,Healthcare,Python,7,5,9,9,9,8,Neither easy nor difficult,Remote Work,Male,29,Other (Please Specify):Irel,Masters,Asian or Asian American
62a391cacf2555431730a623,Data Analyst,No,86k-105k,Tech,Python,9,10,8,8,7,7,Neither easy nor difficult,Other (Please Specify):Projects I’m interested in,Female,23,United States,Bachelors,Asian or Asian American
62a39214f8f756164585c6b6,Other (Please Specify):Tableau admin,No,41k-65k,Finance,Python,3,3,3,0,0,1,Difficult,Good Work/Life Balance,Male,25,India,Bachelors,Asian or Asian American
62a39297b4da29969c638679,Data Engineer,Yes,86k-105k,Other (Please Specify):E-commerce,Python,8,7,10,9,10,10,Easy,Better Salary,Male,27,United States,Masters,White or Caucasian
62a393330a77c1a77f6662e4,Data Analyst,No,0-40k,Tech,Python,3,8,7,5,8,7,Neither easy nor difficult,Better Salary,Male,22,India,Bachelors,Other (Please Specify):Indian
62a3944024a262602738cb07,Data Analyst,Yes,0-40k,Other (Please Specify):IT,Python,6,3,5,7,5,7,Neither easy nor difficult,Good Work/Life Balance,Male,22,India,Bachelors,Asian or Asian American
62a3951ed8c00e9f541a75d1,Other (Please Specify),No,106k-125k,Other (Please Specify),Java,7,7,4,5,5,4,Neither easy nor difficult,Better Salary,Male,43,United States,Masters,Asian or Asian American
62a3958fcec54911e9caf827,Other (Please Specify):Reporting Adm,Yes,0-40k,Tech,Python,3,5,8,4,5,5,Difficult,Better Salary,Female,32,United States,Bachelors,Asian or Asian American
62a3970ebae91e4b8b839495,Student/Looking/None,Yes,66k-85k,Healthcare,Other,,,,,,0,Difficult,Good Work/Life Balance,Female,42,United States,Masters,Asian or Asian American
62a3976ecf2555431730af5e,Other (Please Specify):Billing analyst,No,66k-85k,Other (Please Specify):Legal,Python,4,6,2,3,3,2,Very Difficult,Remote Work,Male,31,United States,Bachelors,Hispanic or Latino
